N,A,B,Cin,Output,Expected,Latency
9,10011101,101100100,0,1000000001,1000000001,14
16,110110010010101,1011111011001100,0,10010101101100001,10010101101100001,5
26,101011111110100101011001,10111010000010001000111101,0,11100110000000101110010110,11100110000000101110010110,11
6,111100,101101,0,1101001,1101001,3
12,11010111001,10000010111,1,101011010001,101011010001,2
24,1000101101000000111010,10111010110011111001110,0,100000000011100000001000,100000000011100000001000,9
30,110011110100110010000011100111,10111101000001011100100101111,0,1001011011100111101101000010110,1001011011100111101101000010110,7
31,1110011110100110010000011100111,10111101000001011100100101111,0,10001011011100111101101000010110,10001011011100111101101000010110,7
32,11110011110100110010000011100111,10111101000001011100100101111,0,100001011011100111101101000010110,100001011011100111101101000010110,7
21,101101000101000110100,110100111110000001001,0,1100010000011000111101,1100010000011000111101,11
7,10011,1000011,0,1010110,1010110,5
15,111001100100111,101101110001001,1,1100111010110001,1100111010110001,9
17,11101010101110111,1111001111010001,1,101100100101001001,101100100101001001,7
19,1110100001110011111,10011000011101111,1,10000111010010001111,10000111010010001111,9
27,100101011111110100101011001,110111010000010001000111101,0,1011100110000000101110010110,1011100110000000101110010110,11
5,110,10010,0,11000,11000,5
8,11011011,10101,0,11110000,11110000,7
20,10101111101110000,1100000100001110110,0,1110110011111100110,1110110011111100110,9
25,1001000101101000000111010,1010111010110011111001110,0,10100000000011100000001000,10100000000011100000001000,9
9,10111000,1010,0,11000010,11000010,5
6,10111,10101,0,101100,101100,5
13,10010101101,11100111011,0,101111101000,101111101000,7
22,101101000101000110100,110100111110000001001,0,1100010000011000111101,1100010000011000111101,11
28,1100101011111110100101011001,1110111010000010001000111101,0,11011100110000000101110010110,11011100110000000101110010110,11
18,100110000000001000,11000111,1,100110000011010000,100110000011010000,9
4,110,1001,1,10000,10000,8
8,1000110,10000011,0,11001001,11001001,3
11,1001000011,11010111011,1,100011111111,100011111111,11
12,110101110,100010001001,0,101000110111,101000110111,7
14,100100110011,10001011000010,0,10101111110101,10101111110101,15
17,110110010010101,1011111011001100,0,10010101101100001,10010101101100001,5
13,1011010111001,1010000010111,1,10101011010001,10101011010001,2
16,1111001100100111,1101101110001001,1,11100111010110001,11100111010110001,9
23,10101101000101000110100,10110100111110000001001,0,101100010000011000111101,101100010000011000111101,11
26,1001000101101000000111010,11010111010110011111001110,0,100100000000011100000001000,100100000000011100000001000,9
29,1100101011111110100101011001,11110111010000010001000111101,0,101011100110000000101110010110,101011100110000000101110010110,11
9,111000001,11101101,0,1010101110,1010101110,5
19,101010100111110010,10001110111011110,1,111100011111010001,111100011111010001,7
21,10101111101110000,101100000100001110110,0,101110110011111100110,101110110011111100110,9
5,11111,10000,0,101111,101111,7
8,10110110,111100,1,11110011,11110011,3
11,1010000001,10011000,1,1100011010,1100011010,3
24,10101101000101000110100,110110100111110000001001,0,1001100010000011000111101,1001100010000011000111101,11
30,101100101011111110100101011001,11110111010000010001000111101,0,1001011100110000000101110010110,1001011100110000000101110010110,11
31,101100101011111110100101011001,11110111010000010001000111101,0,1001011100110000000101110010110,1001011100110000000101110010110,11
32,101100101011111110100101011001,10011110111010000010001000111101,0,11001011100110000000101110010110,11001011100110000000101110010110,11
10,1010011101,1101100100,0,11000000001,11000000001,15
27,101001000101101000000111010,111010111010110011111001110,0,1100100000000011100000001000,1100100000000011100000001000,9
4,1000,10,1,1011,1011,5
6,100,110011,0,110111,110111,7
20,11110100001110011111,10011000011101111,1,100000111010010001111,100000111010010001111,9
5,1,1100,0,1101,1101,2
18,111101010101110111,101111001111010001,1,1101100100101001001,1101100100101001001,7
14,10010010101101,11100111011,0,10101111101000,10101111101000,7
22,10101111101110000,101100000100001110110,0,101110110011111100110,101110110011111100110,9
25,10101101000101000110100,110110100111110000001001,0,1001100010000011000111101,1001100010000011000111101,11
28,1101001000101101000000111010,111010111010110011111001110,0,10100100000000011100000001000,10100100000000011100000001000,9
7,100000,1011111,0,1111111,1111111,14
13,1000110101110,1100010001001,0,10101000110111,10101000110111,7
6,111100,111110,0,1111010,1111010,3
8,10001001,100001,0,10101010,10101010,5
15,100100100110011,110001011000010,0,1010101111110101,1010101111110101,15
17,11111001100100111,11101101110001001,1,111100111010110001,111100111010110001,9
5,1,1100,1,1110,1110,3
9,11011011,100010101,0,111110000,111110000,7
10,10111000,1010,0,11000010,11000010,5
23,10000010101111101110000,10101100000100001110110,0,100101110110011111100110,100101110110011111100110,9
12,1001000011,11010111011,1,100011111111,100011111111,11
29,11101001000101101000000111010,111010111010110011111001110,0,100100100000000011100000001000,100100100000000011100000001000,9
4,11,1110,0,10001,10001,6
7,1101111,1000,0,1110111,1110111,3
14,1011010111001,11010000010111,1,100101011010001,100101011010001,4
18,110110010010101,101011111011001100,0,110010101101100001,110010101101100001,5
19,1100110000000001000,11000111,1,1100110000011010000,1100110000011010000,9
26,10010101101000101000110100,110110100111110000001001,0,11001100010000011000111101,11001100010000011000111101,11
6,10000,10110,0,100110,100110,3
20,10101010100111110010,10001110111011110,1,10111100011111010001,10111100011111010001,7
21,11110100001110011111,100010011000011101111,1,1000000111010010001111,1000000111010010001111,10
24,10000010101111101110000,10101100000100001110110,0,100101110110011111100110,100101110110011111100110,9
30,11101001000101101000000111010,100111010111010110011111001110,0,1000100100000000011100000001000,1000100100000000011100000001000,9
31,11101001000101101000000111010,1100111010111010110011111001110,0,10000100100000000011100000001000,10000100100000000011100000001000,9
32,10011101001000101101000000111010,1100111010111010110011111001110,0,100000100100000000011100000001000,100000100100000000011100000001000,9
9,101000110,110000011,0,1011001001,1011001001,3
8,10001011,1011101,1,11101001,11101001,5
4,100,1110,0,10010,10010,3
5,1111,1100,0,11011,11011,5
12,1010000001,100010011000,1,101100011010,101100011010,4
16,100100100110011,1110001011000010,0,10010101111110101,10010101111110101,15
27,10010101101000101000110100,100110110100111110000001001,0,111001100010000011000111101,111001100010000011000111101,11
4,1001,1001,0,10010,10010,0
10,111000001,1011101101,0,10010101110,10010101110,6
15,10010010101101,100011100111011,0,110101111101000,110101111101000,7
25,10000010101111101110000,1010101100000100001110110,0,1100101110110011111100110,1100101110110011111100110,9
9,10110110,100111100,1,111110011,111110011,3
6,11100,110100,0,1010000,1010000,5
7,110100,1010100,0,10001000,10001000,6
11,11010011101,11101100100,0,111000000001,111000000001,15
28,1010010101101000101000110100,100110110100111110000001001,0,1111001100010000011000111101,1111001100010000011000111101,11
13,1001001000011,11010111011,1,1100011111111,1100011111111,11
14,11000110101110,1100010001001,0,100101000110111,100101000110111,7
19,1111101010101110111,1101111001111010001,1,11101100100101001001,11101100100101001001,7
22,1011110100001110011111,100010011000011101111,1,10000000111010010001111,10000000111010010001111,12
4,10,1010,1,1101,1101,3
8,10011,1000011,0,1010110,1010110,5
21,110101010100111110010,10001110111011110,1,110111100011111010001,110111100011111010001,7
5,1011,11001,1,100101,100101,5
18,111111001100100111,11101101110001001,1,1011100111010110001,1011100111010110001,9
26,10000010101111101110000,11010101100000100001110110,0,11100101110110011111100110,11100101110110011111100110,9
6,101101,111000,1,1100110,1100110,3
20,11100110000000001000,11000111,1,11100110000011010000,11100110000011010000,9
29,11010010101101000101000110100,100110110100111110000001001,0,11111001100010000011000111101,11111001100010000011000111101,11
9,110001001,100100001,0,1010101010,1010101010,5
15,101011010111001,11010000010111,1,1000101011010001,1000101011010001,6
16,1010010010101101,100011100111011,0,1110101111101000,1110101111101000,7
23,1011110100001110011111,100010011000011101111,1,10000000111010010001111,10000000111010010001111,13
11,10111000,1010,0,11000010,11000010,5
17,10100100100110011,11110001011000010,0,110010101111110101,110010101111110101,15
30,11010010101101000101000110100,100110110100111110000001001,0,11111001100010000011000111101,11111001100010000011000111101,11
31,11010010101101000101000110100,100110110100111110000001001,0,11111001100010000011000111101,11111001100010000011000111101,11
32,10011010010101101000101000110100,10000100110110100111110000001001,0,100011111001100010000011000111101,100011111001100010000011000111101,11
10,1011011011,100010101,0,1111110000,1111110000,8
13,1001010000001,1100010011000,1,10101100011010,10101100011010,5
27,10000010101111101110000,11010101100000100001110110,0,11100101110110011111100110,11100101110110011111100110,9
7,1001,111010,1,1000100,1000100,7
19,1000110110010010101,101011111011001100,0,1110010101101100001,1110010101101100001,6
24,101011110100001110011111,100100010011000011101111,1,1010000000111010010001111,1010000000111010010001111,13
5,11111,10101,1,110101,110101,5
22,110101010100111110010,10001110111011110,1,110111100011111010001,110111100011111010001,7
4,1,110,1,1000,1000,7
6,100110,110010,0,1011000,1011000,5
28,1000010000010101111101110000,1011010101100000100001110110,0,10011100101110110011111100110,10011100101110110011111100110,9
9,10001011,1011101,1,11101001,11101001,5
7,111100,101101,0,1101001,1101001,3
10,1101000110,110000011,0,10011001001,10011001001,4
20,11111101010101110111,11101111001111010001,1,111101100100101001001,111101100100101001001,7
21,111100110000000001000,11000111,1,111100110000011010000,111100110000011010000,9
25,1101011110100001110011111,1100100010011000011101111,1,11010000000111010010001111,11010000000111010010001111,13
5,11111,110,0,100101,100101,3
12,11010011101,11101100100,0,111000000001,111000000001,15
14,1001001000011,10011010111011,1,11100011111111,11100011111111,11
15,11000110101110,101100010001001,0,1000101000110111,1000101000110111,7
16,101011010111001,11010000010111,1,1000101011010001,1000101011010001,7
23,10110101010100111110010,10000010001110111011110,1,100110111100011111010001,100110111100011111010001,7
4,110,1111,0,10101,10101,3
11,10111000001,11011101101,0,110010101110,110010101110,7
17,11010010010101101,10100011100111011,0,101110101111101000,101110101111101000,7
29,11000010000010101111101110000,11011010101100000100001110110,0,110011100101110110011111100110,110011100101110110011111100110,9
10,10110110,100111100,1,111110011,111110011,3
24,10110101010100111110010,10000010001110111011110,1,100110111100011111010001,100110111100011111010001,7
30,111000010000010101111101110000,111011010101100000100001110110,0,1110011100101110110011111100110,1110011100101110110011111100110,9
31,111000010000010101111101110000,111011010101100000100001110110,0,1110011100101110110011111100110,1110011100101110110011111100110,9
32,111000010000010101111101110000,10111011010101100000100001110110,0,11110011100101110110011111100110,11110011100101110110011111100110,9
4,1010,1110,1,11001,11001,2
9,100010011,1000011,0,101010110,101010110,5
26,11101011110100001110011111,11100100010011000011101111,1,111010000000111010010001111,111010000000111010010001111,13
6,11111,110000,0,1001111,1001111,7
7,1010111,1010101,0,10101100,10101100,5
8,100000,1011111,0,1111111,1111111,15
19,111111001100100111,1011101101110001001,1,10011100111010110001,10011100111010110001,9
5,11001,1101,1,100111,100111,5
12,100010111000,100000001010,0,1000011000010,1000011000010,5
14,11001010000001,1100010011000,1,100101100011010,100101100011010,5
18,110100100100110011,111110001011000010,0,1110010101111110101,1110010101111110101,15
22,1111100110000000001000,1000000000000011000111,1,10111100110000011010000,10111100110000011010000,9
20,1000110110010010101,101011111011001100,0,1110010101101100001,1110010101101100001,7
21,111111101010101110111,11101111001111010001,1,1011101100100101001001,1011101100100101001001,7
25,1010110101010100111110010,1010000010001110111011110,1,10100110111100011111010001,10100110111100011111010001,7
16,1011000110101110,1101100010001001,0,11000101000110111,11000101000110111,7
27,111101011110100001110011111,111100100010011000011101111,1,1111010000000111010010001111,1111010000000111010010001111,13
6,1,1100,0,1101,1101,3
8,11101111,1000,0,11110111,11110111,3
10,1110001001,1100100001,0,11010101010,11010101010,5
17,101011010111001,11010000010111,1,1000101011010001,1000101011010001,7
5,1011,1010,1,10110,10110,3
13,1011010011101,1011101100100,0,10111000000001,10111000000001,15
23,11111100110000000001000,1000000000000011000111,1,100111100110000011010000,100111100110000011010000,9
11,1011011011,100010101,0,1111110000,1111110000,9
28,1111101011110100001110011111,111100100010011000011101111,1,10111010000000111010010001111,10111010000000111010010001111,13
15,1001001000011,110011010111011,1,111100011111111,111100011111111,11
26,1010110101010100111110010,11010000010001110111011110,1,100100110111100011111010001,100100110111100011111010001,7
6,1,1100,1,1110,1110,3
7,100,1110011,0,1110111,1110111,7
24,11111100110000000001000,101000000000000011000111,1,1000111100110000011010000,1000111100110000011010000,9
5,1001,10,1,1100,1100,3
12,10111000001,111011101101,0,1010010101110,1010010101110,7
18,111010010010101101,10100011100111011,0,1001110101111101000,1001110101111101000,7
22,1111111101010101110111,11101111001111010001,1,10011101100100101001001,10011101100100101001001,7
10,1010001011,1011101,1,1011101001,1011101001,5
21,101000110110010010101,100101011111011001100,0,1001110010101101100001,1001110010101101100001,7
29,1111101011110100001110011111,10111100100010011000011101111,1,100111010000000111010010001111,100111010000000111010010001111,13
13,100010111000,100000001010,0,1000011000010,1000011000010,5
27,1010110101010100111110010,111010000010001110111011110,1,1000100110111100011111010001,1000100110111100011111010001,7
7,1111100,1111110,0,11111010,11111010,3
11,11101000110,10110000011,0,110011001001,110011001001,5
17,11011000110101110,11101100010001001,0,111000101000110111,111000101000110111,7
20,111111001100100111,1011101101110001001,1,10011100111010110001,10011100111010110001,9
25,11111100110000000001000,1101000000000000011000111,1,10000111100110000011010000,10000111100110000011010000,9
30,1111101011110100001110011111,110111100100010011000011101111,1,1000111010000000111010010001111,1000111010000000111010010001111,13
31,1001111101011110100001110011111,1110111100100010011000011101111,1,11000111010000000111010010001111,11000111010000000111010010001111,13
32,1001111101011110100001110011111,11110111100100010011000011101111,1,101000111010000000111010010001111,101000111010000000111010010001111,13
8,110100,11010100,0,100001000,100001000,8
15,11001010000001,1100010011000,1,100101100011010,100101100011010,5
23,1111111101010101110111,11101111001111010001,1,10011101100100101001001,10011101100100101001001,7
6,101111,1100,0,111011,111011,5
28,1001010110101010100111110010,1111010000010001110111011110,1,11000100110111100011111010001,11000100110111100011111010001,7
5,10011,11101,1,110001,110001,5
9,100100000,101011111,0,1001111111,1001111111,15
16,1001001001000011,110011010111011,1,1111100011111111,1111100011111111,11
10,1100010011,1000011,0,1101010110,1101010110,5
11,10010110110,10100111100,1,100111110011,100111110011,3
19,1110100100100110011,111110001011000010,0,10110010101111110101,10110010101111110101,15
24,101111111101010101110111,100011101111001111010001,1,1010011101100100101001001,1010011101100100101001001,7
7,1010000,10110,0,1100110,1100110,4
14,11011010011101,11011101100100,0,110111000000001,110111000000001,15
18,100101011010111001,100011010000010111,1,1001000101011010001,1001000101011010001,7
22,1101000110110010010101,100101011111011001100,0,10001110010101101100001,10001110010101101100001,7
26,11111100110000000001000,11101000000000000011000111,1,100000111100110000011010000,100000111100110000011010000,10
29,11001010110101010100111110010,1111010000010001110111011110,1,101000100110111100011111010001,101000100110111100011111010001,7
9,111101111,100001000,0,1011110111,1011110111,3
12,1011011011,100010101,0,1111110000,1111110000,9
13,1010111000001,111011101101,0,10010010101110,10010010101110,7
6,101011,111001,1,1100101,1100101,5
21,111111001100100111,101011101101110001001,1,110011100111010110001,110011100111010110001,9
25,1101111111101010101110111,100011101111001111010001,1,10010011101100100101001001,10010011101100100101001001,7
30,111001010110101010100111110010,101111010000010001110111011110,1,1101000100110111100011111010001,1101000100110111100011111010001,7
31,1111001010110101010100111110010,1101111010000010001110111011110,1,11101000100110111100011111010001,11101000100110111100011111010001,7
32,1111001010110101010100111110010,1101111010000010001110111011110,1,11101000100110111100011111010001,11101000100110111100011111010001,7
8,10001001,111010,1,11000100,11000100,7
16,1011001010000001,1001100010011000,1,10100101100011010,10100101100011010,5
23,1101000110110010010101,100101011111011001100,0,10001110010101101100001,10001110010101101100001,7
11,1110001001,11100100001,0,101010101010,101010101010,5
7,1011100,110100,0,10010000,10010000,5
14,10100010111000,100000001010,0,11000011000010,11000011000010,5
17,11001001001000011,10110011010111011,1,101111100011111111,101111100011111111,11
19,111010010010101101,1010100011100111011,0,10001110101111101000,10001110101111101000,7
24,101101000110110010010101,100101011111011001100,0,110001110010101101100001,110001110010101101100001,7
27,100011111100110000000001000,11101000000000000011000111,1,1000000111100110000011010000,1000000111100110000011010000,12
5,11110,10000,1,101111,101111,9
8,10111100,101101,0,11101001,11101001,3
12,111101000110,10110000011,0,1010011001001,1010011001001,5
18,111011000110101110,111101100010001001,0,1111000101000110111,1111000101000110111,7
6,111111,110101,1,1110101,1110101,5
26,11101111111101010101110111,100011101111001111010001,1,100010011101100100101001001,100010011101100100101001001,7
7,1101101,1111000,1,11100110,11100110,3
22,111111001100100111,1101011101101110001001,1,1110011100111010110001,1110011100111010110001,9
11,1010001011,1011101,1,1011101001,1011101001,5
20,11110100100100110011,111110001011000010,0,100110010101111110101,100110010101111110101,15
25,101101000110110010010101,100101011111011001100,0,110001110010101101100001,110001110010101101100001,7
28,100011111100110000000001000,11101000000000000011000111,1,1000000111100110000011010000,1000000111100110000011010000,13
12,110010110110,110100111100,1,1100111110011,1100111110011,3
13,1011011011,100010101,0,1111110000,1111110000,9
15,11011010011101,11011101100100,0,110111000000001,110111000000001,15
6,11111,110,0,100101,100101,3
9,100110100,11010100,0,1000001000,1000001000,10
17,1011001010000001,1001100010011000,1,10100101100011010,10100101100011010,5
8,11010111,11010101,0,110101100,110101100,5
14,1010111000001,111011101101,0,10010010101110,10010010101110,7
23,111111001100100111,11101011101101110001001,1,11110011100111010110001,11110011100111010110001,9
10,1100100000,1101011111,0,11001111111,11001111111,15
19,100101011010111001,1100011010000010111,1,10001000101011010001,10001000101011010001,7
27,11101111111101010101110111,100011101111001111010001,1,100010011101100100101001001,100010011101100100101001001,7
29,100011111100110000000001000,11101000000000000011000111,1,1000000111100110000011010000,1000000111100110000011010000,13
7,1100110,1110010,0,11011000,11011000,5
11,11100010011,1000011,0,11101010110,11101010110,5
24,100000111111001100100111,111101011101101110001001,1,1011110011100111010110001,1011110011100111010110001,9
26,10101101000110110010010101,10000100101011111011001100,0,100110001110010101101100001,100110001110010101101100001,7
30,100011111100110000000001000,100011101000000000000011000111,1,101000000111100110000011010000,101000000111100110000011010000,13
31,100011111100110000000001000,1100011101000000000000011000111,1,1101000000111100110000011010000,1101000000111100110000011010000,13
32,10000100011111100110000000001000,11100011101000000000000011000111,1,101101000000111100110000011010000,101101000000111100110000011010000,13
15,10100010111000,100000001010,0,11000011000010,11000011000010,5
5,10110,1001,1,100000,100000,10
6,111001,1101,1,1000111,1000111,5
10,111101111,1100001000,0,10011110111,10011110111,3
12,1110001001,111100100001,0,1001010101010,1001010101010,6
13,1111101000110,10110000011,0,10010011001001,10010011001001,6
20,10111010010010101101,1010100011100111011,0,100001110101111101000,100001110101111101000,7
21,111110100100100110011,111110001011000010,0,1000110010101111110101,1000110010101111110101,15
28,1011101111111101010101110111,1000100011101111001111010001,1,10100010011101100100101001001,10100010011101100100101001001,7
16,1011011010011101,1011011101100100,0,10110111000000001,10110111000000001,15
18,11001001001000011,10110011010111011,1,101111100011111111,101111100011111111,11
9,10001001,111010,1,11000100,11000100,7
25,1100000111111001100100111,111101011101101110001001,1,10011110011100111010110001,10011110011100111010110001,9
8,100,1110011,0,1110111,1110111,7
13,1110010110110,1110100111100,1,11100111110011,11100111110011,3
19,1111011000110101110,1111101100010001001,0,11111000101000110111,11111000101000110111,7
27,10101101000110110010010101,110000100101011111011001100,0,1000110001110010101101100001,1000110001110010101101100001,7
29,11011101111111101010101110111,1000100011101111001111010001,1,100100010011101100100101001001,100100010011101100100101001001,7
6,1011,101010,1,110110,110110,4
7,1011111,110000,0,10001111,10001111,7
14,10001011011011,100010101,0,10001111110000,10001111110000,9
9,110111100,100101101,0,1011101001,1011101001,3
12,101010001011,1011101,1,101011101001,101011101001,5
30,111011101111111101010101110111,101000100011101111001111010001,1,1100100010011101100100101001001,1100100010011101100100101001001,7
31,111011101111111101010101110111,1101000100011101111001111010001,1,10100100010011101100100101001001,10100100010011101100100101001001,7
32,111011101111111101010101110111,1101000100011101111001111010001,1,10100100010011101100100101001001,10100100010011101100100101001001,7
5,1000,10010,1,11011,11011,6
15,101010111000001,111011101101,0,110010010101110,110010010101110,7
16,1010100010111000,100000001010,0,1011000011000010,1011000011000010,5
18,101011001010000001,1001100010011000,1,110100101100011010,110100101100011010,5
22,111110100100100110011,1000111110001011000010,0,10000110010101111110101,10000110010101111110101,15
8,11111100,1111110,0,101111010,101111010,4
20,10100101011010111001,1100011010000010111,1,100001000101011010001,100001000101011010001,7
21,110111010010010101101,1010100011100111011,0,1000001110101111101000,1000001110101111101000,7
26,11100000111111001100100111,111101011101101110001001,1,100011110011100111010110001,100011110011100111010110001,9
28,1010101101000110110010010101,110000100101011111011001100,0,10000110001110010101101100001,10000110001110010101101100001,7
6,101001,10,1,101100,101100,3
7,1000001,1100,0,1001101,1001101,4
17,11011011010011101,11011011101100100,0,110110111000000001,110110111000000001,15
23,111110100100100110011,11000111110001011000010,0,100000110010101111110101,100000110010101111110101,15
9,11010111,11010101,0,110101100,110101100,5
10,1100110100,1011010100,0,11000001000,11000001000,11
12,11100010011,100001000011,0,111101010110,111101010110,5
29,1010101101000110110010010101,110000100101011111011001100,0,10000110001110010101101100001,10000110001110010101101100001,7
13,1110001001,1111100100001,0,10001010101010,10001010101010,8
14,11111101000110,10010110000011,0,110010011001001,110010011001001,7
7,1000001,1100,1,1001110,1001110,3
8,1010000,10110,0,1100110,1100110,5
11,1100100000,1101011111,0,11001111111,11001111111,15
24,100111110100100100110011,11000111110001011000010,0,1000000110010101111110101,1000000110010101111110101,15
27,11100000111111001100100111,100111101011101101110001001,1,1000011110011100111010110001,1000011110011100111010110001,9
30,1010101101000110110010010101,100110000100101011111011001100,0,110000110001110010101101100001,110000110001110010101101100001,7
31,1001010101101000110110010010101,1100110000100101011111011001100,0,10110000110001110010101101100001,10110000110001110010101101100001,7
32,11001010101101000110110010010101,11100110000100101011111011001100,0,110110000110001110010101101100001,110110000110001110010101101100001,7
5,10011,11110,0,110001,110001,7
6,10011,111101,1,1010001,1010001,5
16,101010111000001,1000111011101101,0,1110010010101110,1110010010101110,7
22,1110111010010010101101,1010100011100111011,0,10000001110101111101000,10000001110101111101000,7
17,11010100010111000,10000100000001010,0,101011000011000010,101011000011000010,5
19,1011001001001000011,10110011010111011,1,1101111100011111111,1101111100011111111,11
20,1111011000110101110,1111101100010001001,0,11111000101000110111,11111000101000110111,7
21,110100101011010111001,1100011010000010111,1,1000001000101011010001,1000001000101011010001,7
14,1110010110110,1110100111100,1,11100111110011,11100111110011,3
15,10001011011011,100000100010101,0,110001111110000,110001111110000,9
11,111101111,1100001000,0,10011110111,10011110111,3
25,1100111110100100100110011,1011000111110001011000010,0,11000000110010101111110101,11000000110010101111110101,15
28,11100000111111001100100111,100111101011101101110001001,1,1000011110011100111010110001,1000011110011100111010110001,9
5,10100,1110,0,100010,100010,3
13,1101010001011,1000001011101,1,10101011101001,10101011101001,5
23,1110111010010010101101,1010100011100111011,0,10000001110101111101000,10000001110101111101000,7
7,1101111,1100,0,1111011,1111011,5
9,100,101110011,0,101110111,101110111,7
10,10001001,111010,1,11000100,11000100,7
8,1011100,10110100,0,100010000,100010000,6
24,101110111010010010101101,100001010100011100111011,0,1010000001110101111101000,1010000001110101111101000,7
29,10011100000111111001100100111,100111101011101101110001001,1,11000011110011100111010110001,11000011110011100111010110001,9
5,11001,11001,0,110010,110010,3
18,111011011010011101,11011011101100100,0,1010110111000000001,1010110111000000001,15
19,101011001010000001,1001001100010011000,1,1110100101100011010,1110100101100011010,6
22,1110100101011010111001,1100011010000010111,1,10000001000101011010001,10000001000101011010001,7
10,1110111100,1100101101,0,11011101001,11011101001,3
17,10101010111000001,1000111011101101,0,11110010010101110,11110010010101110,7
21,1111011000110101110,1111101100010001001,0,11111000101000110111,11111000101000110111,7
26,1100111110100100100110011,1011000111110001011000010,0,11000000110010101111110101,11000000110010101111110101,15
30,10011100000111111001100100111,100111101011101101110001001,1,11000011110011100111010110001,11000011110011100111010110001,9
31,10011100000111111001100100111,1000100111101011101101110001001,1,1011000011110011100111010110001,1011000011110011100111010110001,9
32,10011100000111111001100100111,1000100111101011101101110001001,1,1011000011110011100111010110001,1011000011110011100111010110001,9
6,11110,110000,1,1001111,1001111,9
8,11101101,1111000,1,101100110,101100110,3
13,11100010011,100001000011,0,111101010110,111101010110,5
15,111111101000110,10010110000011,0,1010010011001001,1010010011001001,7
16,1010001011011011,100000100010101,0,1110001111110000,1110001111110000,9
7,1101011,111001,1,10100101,10100101,5
9,111111100,101111110,0,1101111010,1101111010,5
25,101110111010010010101101,1100001010100011100111011,0,10010000001110101111101000,10010000001110101111101000,7
23,1110100101011010111001,10001100011010000010111,1,100000001000101011010001,100000001000101011010001,7
5,10010,1010,1,11101,11101,4
12,1100100000,101101011111,0,111001111111,111001111111,15
14,10001110001001,1111100100001,0,100001010101010,100001010101010,10
20,1011001001001000011,10010110011010111011,1,11101111100011111111,11101111100011111111,11
18,11010100010111000,110000100000001010,0,1001011000011000010,1001011000011000010,5
10,1011010111,11010101,0,1110101100,1110101100,5
11,11100110100,1011010100,0,101000001000,101000001000,11
15,101110010110110,1110100111100,1,111100111110011,111100111110011,4
24,101110100101011010111001,110001100011010000010111,1,1100000001000101011010001,1100000001000101011010001,7
27,1100111110100100100110011,1011000111110001011000010,0,11000000110010101111110101,11000000110010101111110101,15
8,1100110,1110010,0,11011000,11011000,5
22,1111011000110101110,1111101100010001001,0,11111000101000110111,11111000101000110111,7
7,111111,110101,1,1110101,1110101,5
9,1010000,100010110,0,101100110,101100110,5
12,111101111,101100001000,0,110011110111,110011110111,3
26,10101110111010010010101101,1100001010100011100111011,0,100010000001110101111101000,100010000001110101111101000,7
16,1111111101000110,10010110000011,0,10010010011001001,10010010011001001,7
14,1101010001011,1000001011101,1,10101011101001,10101011101001,5
25,101110100101011010111001,1110001100011010000010111,1,10100000001000101011010001,10100000001000101011010001,7
28,1001100111110100100100110011,1011000111110001011000010,0,1011000000110010101111110101,1011000000110010101111110101,15
17,11010001011011011,100000100010101,0,11110001111110000,11110001111110000,10
23,1111011000110101110,10001111101100010001001,0,10011111000101000110111,10011111000101000110111,7
5,1,110,1,1000,1000,7
21,1011001001001000011,10010110011010111011,1,11101111100011111111,11101111100011111111,11
7,1011111,110,0,1100101,1100101,4
18,110101010111000001,101000111011101101,0,1011110010010101110,1011110010010101110,7
20,101011001010000001,11001001100010011000,1,11110100101100011010,11110100101100011010,8
6,10110,101001,1,1000000,1000000,12
10,100,1101110011,0,1101110111,1101110111,7
11,10001001,111010,1,11000100,11000100,7
24,1111011000110101110,110001111101100010001001,0,110011111000101000110111,110011111000101000110111,7
27,110101110111010010010101101,101100001010100011100111011,0,1100010000001110101111101000,1100010000001110101111101000,7
29,11001100111110100100100110011,1011000111110001011000010,0,11011000000110010101111110101,11011000000110010101111110101,15
8,1011111,110000,0,10001111,10001111,7
16,101110010110110,1110100111100,1,111100111110011,111100111110011,5
19,111011011010011101,11011011101100100,0,1010110111000000001,1010110111000000001,15
14,10011100010011,10100001000011,0,100111101010110,100111101010110,5
26,101110100101011010111001,11110001100011010000010111,1,100100000001000101011010001,100100000001000101011010001,7
30,11001100111110100100100110011,100001011000111110001011000010,0,111011000000110010101111110101,111011000000110010101111110101,15
31,11001100111110100100100110011,1100001011000111110001011000010,0,1111011000000110010101111110101,1111011000000110010101111110101,15
32,11001100111110100100100110011,11100001011000111110001011000010,0,11111011000000110010101111110101,11111011000000110010101111110101,15
5,110,11111,0,100101,100101,4
9,1011100,110110100,0,1000010000,1000010000,8
13,1001100100000,101101011111,0,1111001111111,1111001111111,15
28,110101110111010010010101101,1101100001010100011100111011,0,10100010000001110101111101000,10100010000001110101111101000,7
7,1111001,1001101,1,11000111,11000111,5
11,1110111100,11100101101,0,101011101001,101011101001,4
15,110001110001001,1111100100001,0,1000001010101010,1000001010101010,12
17,1111111101000110,10010110000011,0,10010010011001001,10010010011001001,7
22,1001011001001001000011,1010010110011010111011,1,10011101111100011111111,10011101111100011111111,11
25,1000001111011000110101110,110001111101100010001001,0,1110011111000101000110111,1110011111000101000110111,8
5,1010,11110,1,101001,101001,2
10,1111111100,101111110,0,10101111010,10101111010,5
12,111100110100,101011010100,0,1101000001000,1101000001000,11
8,1000001,1100,0,1001101,1001101,5
