N,A,B,Cin,P,Output,Expected,Latency
20,10111001110011100011,10110010111111011100,0,zzzzzzzzzzzzzzzzzzzz,101101100110010111111,101101100110010111111,12
21,110111001110011100011,10110010111111011100,0,zzzzzzzzzzzzzzzzzzzzz,1001101100110010111111,1001101100110010111111,12
22,110111001110011100011,10110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzz,1001101100110010111111,1001101100110010111111,12
23,10110111001110011100011,10110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzz,11001101100110010111111,11001101100110010111111,12
24,110110111001110011100011,10110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzz,111001101100110010111111,111001101100110010111111,12
25,1110110111001110011100011,10110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzz,1111001101100110010111111,1111001101100110010111111,12
26,1110110111001110011100011,10000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzz,11111001101100110010111111,11111001101100110010111111,12
27,1110110111001110011100011,110000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzzz,111111001101100110010111111,111111001101100110010111111,12
28,1110110111001110011100011,1110000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzz,1111111001101100110010111111,1111111001101100110010111111,12
29,10001110110111001110011100011,1110000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzz,11111111001101100110010111111,11111111001101100110010111111,12
30,110001110110111001110011100011,101110000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1011111111001101100110010111111,1011111111001101100110010111111,12
31,1110001110110111001110011100011,1101110000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,11011111111001101100110010111111,11011111111001101100110010111111,12
32,11110001110110111001110011100011,1101110000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,101011111111001101100110010111111,101011111111001101100110010111111,12
33,111110001110110111001110011100011,1101110000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1001011111111001101100110010111111,1001011111111001101100110010111111,13
34,1111110001110110111001110011100011,1101110000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10001011111111001101100110010111111,10001011111111001101100110010111111,14
35,11111110001110110111001110011100011,1101110000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,100001011111111001101100110010111111,100001011111111001101100110010111111,14
36,111111110001110110111001110011100011,1101110000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1000001011111111001101100110010111111,1000001011111111001101100110010111111,14
37,1111111110001110110111001110011100011,1101110000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10000001011111111001101100110010111111,10000001011111111001101100110010111111,14
38,11111111110001110110111001110011100011,1101110000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,100000001011111111001101100110010111111,100000001011111111001101100110010111111,14
39,111111111110001110110111001110011100011,1101110000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1000000001011111111001101100110010111111,1000000001011111111001101100110010111111,14
40,1111111111110001110110111001110011100011,1101110000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10000000001011111111001101100110010111111,10000000001011111111001101100110010111111,14
41,11111111111110001110110111001110011100011,1101110000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,100000000001011111111001101100110010111111,100000000001011111111001101100110010111111,14
42,111111111111110001110110111001110011100011,1101110000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1000000000001011111111001101100110010111111,1000000000001011111111001101100110010111111,14
43,1111111111111110001110110111001110011100011,1101110000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10000000000001011111111001101100110010111111,10000000000001011111111001101100110010111111,14
44,11111111111111110001110110111001110011100011,1101110000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,100000000000001011111111001101100110010111111,100000000000001011111111001101100110010111111,14
45,111111111111111110001110110111001110011100011,1101110000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1000000000000001011111111001101100110010111111,1000000000000001011111111001101100110010111111,14
46,1111111111111111110001110110111001110011100011,1101110000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10000000000000001011111111001101100110010111111,10000000000000001011111111001101100110010111111,14
47,11111111111111111110001110110111001110011100011,1101110000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,100000000000000001011111111001101100110010111111,100000000000000001011111111001101100110010111111,14
48,111111111111111111110001110110111001110011100011,1101110000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1000000000000000001011111111001101100110010111111,1000000000000000001011111111001101100110010111111,14
49,1111111111111111111110001110110111001110011100011,1101110000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10000000000000000001011111111001101100110010111111,10000000000000000001011111111001101100110010111111,14
50,11111111111111111111110001110110111001110011100011,1101110000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,100000000000000000001011111111001101100110010111111,100000000000000000001011111111001101100110010111111,14
51,111111111111111111111110001110110111001110011100011,1101110000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1000000000000000000001011111111001101100110010111111,1000000000000000000001011111111001101100110010111111,14
52,1111111111111111111111110001110110111001110011100011,1101110000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10000000000000000000001011111111001101100110010111111,10000000000000000000001011111111001101100110010111111,14
53,11111111111111111111111110001110110111001110011100011,1101110000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,100000000000000000000001011111111001101100110010111111,100000000000000000000001011111111001101100110010111111,14
54,111111111111111111111111110001110110111001110011100011,1101110000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1000000000000000000000001011111111001101100110010111111,1000000000000000000000001011111111001101100110010111111,14
55,1111111111111111111111111110001110110111001110011100011,1101110000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10000000000000000000000001011111111001101100110010111111,10000000000000000000000001011111111001101100110010111111,14
56,11111111111111111111111111110001110110111001110011100011,1101110000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,100000000000000000000000001011111111001101100110010111111,100000000000000000000000001011111111001101100110010111111,14
57,111111111111111111111111111110001110110111001110011100011,1101110000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1000000000000000000000000001011111111001101100110010111111,1000000000000000000000000001011111111001101100110010111111,14
58,1111111111111111111111111111110001110110111001110011100011,1101110000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10000000000000000000000000001011111111001101100110010111111,10000000000000000000000000001011111111001101100110010111111,14
59,11111111111111111111111111111110001110110111001110011100011,1101110000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,100000000000000000000000000001011111111001101100110010111111,100000000000000000000000000001011111111001101100110010111111,14
60,111111111111111111111111111111110001110110111001110011100011,1101110000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1000000000000000000000000000001011111111001101100110010111111,1000000000000000000000000000001011111111001101100110010111111,14
61,1111111111111111111111111111111110001110110111001110011100011,1101110000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10000000000000000000000000000001011111111001101100110010111111,10000000000000000000000000000001011111111001101100110010111111,14
62,11111111111111111111111111111111110001110110111001110011100011,1101110000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,100000000000000000000000000000001011111111001101100110010111111,100000000000000000000000000000001011111111001101100110010111111,14
63,111111111111111111111111111111111110001110110111001110011100011,1101110000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1000000000000000000000000000000001011111111001101100110010111111,1000000000000000000000000000000001011111111001101100110010111111,14
64,1111111111111111111111111111111111110001110110111001110011100011,1101110000010110010111111011100,0,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10000000000000000000000000000000001011111111001101100110010111111,10000000000000000000000000000000001011111111001101100110010111111,14
1,1,0,1,z,10,10,2
2,1,0,1,zz,10,10,3
3,1,0,1,zzz,10,10,5
4,1,1000,1,zzzz,1010,1010,6
5,1,1000,1,zzzzz,1010,1010,7
6,1,101000,1,zzzzzz,101010,101010,8
7,1,1101000,1,zzzzzzz,1101010,1101010,8
8,1,1101000,1,zzzzzzzz,1101010,1101010,8
9,100000001,1101000,1,zzzzzzzzz,101101010,101101010,9
10,100000001,1001101000,1,zzzzzzzzzz,1101101010,1101101010,10
11,100000001,1001101000,1,zzzzzzzzzzz,1101101010,1101101010,10
12,100000001,101001101000,1,zzzzzzzzzzzz,101101101010,101101101010,10
13,100000001,1101001101000,1,zzzzzzzzzzzzz,1101101101010,1101101101010,10
14,10000100000001,11101001101000,1,zzzzzzzzzzzzzz,101101101101010,101101101101010,10
15,110000100000001,111101001101000,1,zzzzzzzzzzzzzzz,1101101101101010,1101101101101010,10
16,1110000100000001,111101001101000,1,zzzzzzzzzzzzzzzz,10101101101101010,10101101101101010,10
17,11110000100000001,10111101001101000,1,zzzzzzzzzzzzzzzzz,110101101101101010,110101101101101010,11
18,111110000100000001,110111101001101000,1,zzzzzzzzzzzzzzzzzz,1110101101101101010,1110101101101101010,12
19,111110000100000001,110111101001101000,1,zzzzzzzzzzzzzzzzzzz,1110101101101101010,1110101101101101010,12
20,111110000100000001,110111101001101000,1,zzzzzzzzzzzzzzzzzzzz,1110101101101101010,1110101101101101010,12
21,111110000100000001,110111101001101000,1,zzzzzzzzzzzzzzzzzzzzz,1110101101101101010,1110101101101101010,12
22,1000111110000100000001,1000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzz,10001110101101101101010,10001110101101101101010,12
23,1000111110000100000001,11000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzz,100001110101101101101010,100001110101101101101010,12
24,101000111110000100000001,11000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzz,1000001110101101101101010,1000001110101101101101010,12
25,101000111110000100000001,11000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzz,1000001110101101101101010,1000001110101101101101010,12
26,101000111110000100000001,11000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzz,1000001110101101101101010,1000001110101101101101010,12
27,101000111110000100000001,100011000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzzz,101000001110101101101101010,101000001110101101101101010,12
28,101000111110000100000001,100011000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzz,101000001110101101101101010,101000001110101101101101010,12
29,101000111110000100000001,10100011000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10101000001110101101101101010,10101000001110101101101101010,12
30,101000111110000100000001,110100011000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,110101000001110101101101101010,110101000001110101101101101010,12
31,101000111110000100000001,110100011000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,110101000001110101101101101010,110101000001110101101101101010,12
32,101000111110000100000001,10110100011000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10110101000001110101101101101010,10110101000001110101101101101010,12
33,101000111110000100000001,110110100011000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,110110101000001110101101101101010,110110101000001110101101101101010,13
34,101000111110000100000001,1110110100011000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1110110101000001110101101101101010,1110110101000001110101101101101010,14
35,101000111110000100000001,11110110100011000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,11110110101000001110101101101101010,11110110101000001110101101101101010,14
36,101000111110000100000001,111110110100011000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,111110110101000001110101101101101010,111110110101000001110101101101101010,14
37,101000111110000100000001,1111110110100011000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1111110110101000001110101101101101010,1111110110101000001110101101101101010,14
38,101000111110000100000001,11111110110100011000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,11111110110101000001110101101101101010,11111110110101000001110101101101101010,14
39,101000111110000100000001,111111110110100011000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,111111110110101000001110101101101101010,111111110110101000001110101101101101010,14
40,101000111110000100000001,1111111110110100011000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1111111110110101000001110101101101101010,1111111110110101000001110101101101101010,14
41,101000111110000100000001,11111111110110100011000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,11111111110110101000001110101101101101010,11111111110110101000001110101101101101010,14
42,101000111110000100000001,111111111110110100011000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,111111111110110101000001110101101101101010,111111111110110101000001110101101101101010,14
43,101000111110000100000001,1111111111110110100011000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1111111111110110101000001110101101101101010,1111111111110110101000001110101101101101010,14
44,101000111110000100000001,11111111111110110100011000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,11111111111110110101000001110101101101101010,11111111111110110101000001110101101101101010,14
45,101000111110000100000001,111111111111110110100011000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,111111111111110110101000001110101101101101010,111111111111110110101000001110101101101101010,14
46,101000111110000100000001,1111111111111110110100011000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1111111111111110110101000001110101101101101010,1111111111111110110101000001110101101101101010,14
47,101000111110000100000001,11111111111111110110100011000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,11111111111111110110101000001110101101101101010,11111111111111110110101000001110101101101101010,14
48,101000111110000100000001,111111111111111110110100011000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,111111111111111110110101000001110101101101101010,111111111111111110110101000001110101101101101010,14
49,101000111110000100000001,1111111111111111110110100011000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1111111111111111110110101000001110101101101101010,1111111111111111110110101000001110101101101101010,14
50,101000111110000100000001,11111111111111111110110100011000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,11111111111111111110110101000001110101101101101010,11111111111111111110110101000001110101101101101010,14
51,101000111110000100000001,111111111111111111110110100011000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,111111111111111111110110101000001110101101101101010,111111111111111111110110101000001110101101101101010,14
52,101000111110000100000001,1111111111111111111110110100011000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1111111111111111111110110101000001110101101101101010,1111111111111111111110110101000001110101101101101010,14
53,101000111110000100000001,11111111111111111111110110100011000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,11111111111111111111110110101000001110101101101101010,11111111111111111111110110101000001110101101101101010,14
54,101000111110000100000001,111111111111111111111110110100011000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,111111111111111111111110110101000001110101101101101010,111111111111111111111110110101000001110101101101101010,14
55,101000111110000100000001,1111111111111111111111110110100011000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1111111111111111111111110110101000001110101101101101010,1111111111111111111111110110101000001110101101101101010,14
56,101000111110000100000001,11111111111111111111111110110100011000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,11111111111111111111111110110101000001110101101101101010,11111111111111111111111110110101000001110101101101101010,14
57,101000111110000100000001,111111111111111111111111110110100011000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,111111111111111111111111110110101000001110101101101101010,111111111111111111111111110110101000001110101101101101010,14
58,101000111110000100000001,1111111111111111111111111110110100011000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1111111111111111111111111110110101000001110101101101101010,1111111111111111111111111110110101000001110101101101101010,14
59,101000111110000100000001,11111111111111111111111111110110100011000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,11111111111111111111111111110110101000001110101101101101010,11111111111111111111111111110110101000001110101101101101010,14
60,101000111110000100000001,111111111111111111111111111110110100011000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,111111111111111111111111111110110101000001110101101101101010,111111111111111111111111111110110101000001110101101101101010,14
61,101000111110000100000001,1111111111111111111111111111110110100011000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1111111111111111111111111111110110101000001110101101101101010,1111111111111111111111111111110110101000001110101101101101010,14
62,101000111110000100000001,11111111111111111111111111111110110100011000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,11111111111111111111111111111110110101000001110101101101101010,11111111111111111111111111111110110101000001110101101101101010,14
63,101000111110000100000001,111111111111111111111111111111110110100011000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,111111111111111111111111111111110110101000001110101101101101010,111111111111111111111111111111110110101000001110101101101101010,14
64,101000111110000100000001,1111111111111111111111111111111110110100011000110111101001101000,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1111111111111111111111111111111110110101000001110101101101101010,1111111111111111111111111111111110110101000001110101101101101010,14
1,1,1,1,z,11,11,2
2,11,11,1,zz,111,111,3
3,11,11,1,zzz,111,111,5
4,11,11,1,zzzz,111,111,6
5,10011,11,1,zzzzz,10111,10111,7
6,10011,100011,1,zzzzzz,110111,110111,8
7,1010011,1100011,1,zzzzzzz,10110111,10110111,8
8,11010011,11100011,1,zzzzzzzz,110110111,110110111,8
9,11010011,111100011,1,zzzzzzzzz,1010110111,1010110111,9
10,1011010011,111100011,1,zzzzzzzzzz,10010110111,10010110111,10
11,1011010011,10111100011,1,zzzzzzzzzzz,100010110111,100010110111,10
12,101011010011,10111100011,1,zzzzzzzzzzzz,1000010110111,1000010110111,10
13,101011010011,1010111100011,1,zzzzzzzzzzzzz,10000010110111,10000010110111,10
14,10101011010011,11010111100011,1,zzzzzzzzzzzzzz,110000010110111,110000010110111,10
15,10101011010011,111010111100011,1,zzzzzzzzzzzzzzz,1010000010110111,1010000010110111,10
16,1010101011010011,111010111100011,1,zzzzzzzzzzzzzzzz,10010000010110111,10010000010110111,10
17,1010101011010011,10111010111100011,1,zzzzzzzzzzzzzzzzz,100010000010110111,100010000010110111,11
18,101010101011010011,10111010111100011,1,zzzzzzzzzzzzzzzzzz,1000010000010110111,1000010000010110111,12
19,101010101011010011,10111010111100011,1,zzzzzzzzzzzzzzzzzzz,1000010000010110111,1000010000010110111,12
20,10101010101011010011,10010111010111100011,1,zzzzzzzzzzzzzzzzzzzz,101000010000010110111,101000010000010110111,12
21,10101010101011010011,10010111010111100011,1,zzzzzzzzzzzzzzzzzzzzz,101000010000010110111,101000010000010110111,12
22,1010101010101011010011,10010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzz,1101000010000010110111,1101000010000010110111,12
23,1010101010101011010011,10010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzz,11101000010000010110111,11101000010000010110111,12
24,101010101010101011010011,110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzz,1011101000010000010110111,1011101000010000010110111,12
25,1101010101010101011010011,1110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzz,11011101000010000010110111,11011101000010000010110111,12
26,1101010101010101011010011,1110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzz,11011101000010000010110111,11011101000010000010110111,12
27,1101010101010101011010011,1110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzz,11011101000010000010110111,11011101000010000010110111,12
28,1001101010101010101011010011,1110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzz,1011011101000010000010110111,1011011101000010000010110111,12
29,1001101010101010101011010011,10001110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzz,11011011101000010000010110111,11011011101000010000010110111,12
30,101001101010101010101011010011,110001110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1011011011101000010000010110111,1011011011101000010000010110111,12
31,1101001101010101010101011010011,1110001110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,11011011011101000010000010110111,11011011011101000010000010110111,12
32,11101001101010101010101011010011,1110001110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,101011011011101000010000010110111,101011011011101000010000010110111,12
33,111101001101010101010101011010011,1110001110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1001011011011101000010000010110111,1001011011011101000010000010110111,13
34,1111101001101010101010101011010011,1110001110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10001011011011101000010000010110111,10001011011011101000010000010110111,14
35,11111101001101010101010101011010011,1110001110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,100001011011011101000010000010110111,100001011011011101000010000010110111,14
36,111111101001101010101010101011010011,1110001110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1000001011011011101000010000010110111,1000001011011011101000010000010110111,14
37,1111111101001101010101010101011010011,1110001110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10000001011011011101000010000010110111,10000001011011011101000010000010110111,14
38,11111111101001101010101010101011010011,1110001110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,100000001011011011101000010000010110111,100000001011011011101000010000010110111,14
39,111111111101001101010101010101011010011,1110001110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1000000001011011011101000010000010110111,1000000001011011011101000010000010110111,14
40,1111111111101001101010101010101011010011,1110001110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10000000001011011011101000010000010110111,10000000001011011011101000010000010110111,14
41,11111111111101001101010101010101011010011,1110001110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,100000000001011011011101000010000010110111,100000000001011011011101000010000010110111,14
42,111111111111101001101010101010101011010011,1110001110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1000000000001011011011101000010000010110111,1000000000001011011011101000010000010110111,14
43,1111111111111101001101010101010101011010011,1110001110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10000000000001011011011101000010000010110111,10000000000001011011011101000010000010110111,14
44,11111111111111101001101010101010101011010011,1110001110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,100000000000001011011011101000010000010110111,100000000000001011011011101000010000010110111,14
45,111111111111111101001101010101010101011010011,1110001110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1000000000000001011011011101000010000010110111,1000000000000001011011011101000010000010110111,14
46,1111111111111111101001101010101010101011010011,1110001110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10000000000000001011011011101000010000010110111,10000000000000001011011011101000010000010110111,14
47,11111111111111111101001101010101010101011010011,1110001110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,100000000000000001011011011101000010000010110111,100000000000000001011011011101000010000010110111,14
48,111111111111111111101001101010101010101011010011,1110001110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1000000000000000001011011011101000010000010110111,1000000000000000001011011011101000010000010110111,14
49,1111111111111111111101001101010101010101011010011,1110001110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10000000000000000001011011011101000010000010110111,10000000000000000001011011011101000010000010110111,14
50,11111111111111111111101001101010101010101011010011,1110001110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,100000000000000000001011011011101000010000010110111,100000000000000000001011011011101000010000010110111,14
51,111111111111111111111101001101010101010101011010011,1110001110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1000000000000000000001011011011101000010000010110111,1000000000000000000001011011011101000010000010110111,14
52,1111111111111111111111101001101010101010101011010011,1110001110010010111010111100011,1,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,10000000000000000000001011011011101000010000010110111,10000000000000000000001011011011101000010000010110111,14
